county,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Madera,2/15/2020,7,-3,65,23,-3,0
Madera,2/16/2020,12,-7,82,25,-1,-2
Madera,2/17/2020,8,-7,13,27,-34,7
Madera,2/18/2020,7,-11,31,20,-2,0
Madera,2/19/2020,7,-5,22,17,-1,0
Madera,2/20/2020,4,-7,40,9,-1,0
Madera,2/21/2020,3,-8,11,20,-1,-1
Madera,2/22/2020,6,-9,40,11,-1,0
Madera,2/23/2020,10,-10,67,12,0,-1
Madera,2/24/2020,4,-7,28,13,8,-1
Madera,2/25/2020,8,-9,38,25,0,0
Madera,2/26/2020,12,-4,41,31,1,-1
Madera,2/27/2020,6,-6,40,41,1,-1
Madera,2/28/2020,10,-5,34,57,0,-2
Madera,2/29/2020,9,-7,57,59,1,-1
Madera,3/1/2020,9,-14,22,65,-1,-1
Madera,3/2/2020,14,-3,34,47,8,-2
Madera,3/3/2020,18,-3,51,56,1,-1
Madera,3/4/2020,15,2,35,44,0,0
Madera,3/5/2020,11,-1,35,44,1,0
Madera,3/6/2020,5,-3,51,63,0,-1
Madera,3/7/2020,5,-6,37,51,-2,0
Madera,3/8/2020,7,-10,43,49,1,-1
Madera,3/9/2020,7,0,29,45,6,-1
Madera,3/10/2020,8,-5,29,44,-2,1
Madera,3/11/2020,6,2,31,39,-2,1
Madera,3/12/2020,8,4,51,22,-1,0
Madera,3/13/2020,8,16,38,37,-2,-1
Madera,3/14/2020,2,17,19,30,-2,2
Madera,3/15/2020,-14,3,-38,21,-6,4
Madera,3/16/2020,-3,8,-26,25,-14,10
Madera,3/17/2020,-3,9,1,34,-20,10
Madera,3/18/2020,-6,23,2,26,-21,9
Madera,3/19/2020,-15,7,-8,19,-26,12
Madera,3/20/2020,-25,-3,-2,7,-29,13
Madera,3/21/2020,-34,-16,-17,-10,-24,13
Madera,3/22/2020,-40,-23,6,-14,-29,9
Madera,3/23/2020,-27,-17,-22,4,-31,15
Madera,3/24/2020,-30,-20,-29,14,-38,16
Madera,3/25/2020,-33,-16,-34,4,-37,17
Madera,3/26/2020,-30,-19,-27,-2,-38,16
Madera,3/27/2020,-30,-21,-22,5,-39,16
Madera,3/28/2020,-34,-25,-22,-23,-27,12
Madera,3/29/2020,-39,-25,-20,-30,-30,11
Madera,3/30/2020,-26,-21,-33,-2,-33,13
Madera,3/31/2020,-24,-19,-21,5,-40,15
Madera,4/1/2020,-24,-8,-24,4,-39,15
Madera,4/2/2020,-27,-11,-9,-8,-39,15
Madera,4/3/2020,-27,-14,-23,-6,-39,16
Madera,4/4/2020,-32,-18,-17,-20,-28,13
Madera,4/5/2020,-47,-30,-59,-28,-34,12
Madera,4/6/2020,-27,-15,-39,-9,-39,18
Madera,4/7/2020,-27,-18,-30,4,-42,16
Madera,4/8/2020,-33,-18,-39,-6,-40,17
Madera,4/9/2020,-31,-13,-40,-10,-42,19
Madera,4/10/2020,-34,-16,-33,-13,-46,18
Madera,4/11/2020,-30,-10,-29,-26,-32,13
Madera,4/12/2020,-49,-20,-58,-31,-35,10
Madera,4/13/2020,-26,-15,-41,-4,-36,14
Madera,4/14/2020,-19,-12,-15,16,-38,14
Madera,4/15/2020,-29,4,-25,1,-38,14
Madera,4/16/2020,-44,-1,-22,3,-38,14
Madera,4/17/2020,-48,-4,-37,1,-38,15
Madera,4/18/2020,-48,-5,-27,-14,-24,12
Madera,4/19/2020,-51,-9,,-13,-27,9
Madera,4/20/2020,-44,-6,-49,11,-35,14
Madera,4/21/2020,-42,-5,-18,12,-38,14
Madera,4/22/2020,-44,3,-21,12,-38,14
Madera,4/23/2020,-45,1,-13,2,-39,14
Madera,4/24/2020,-45,-2,-19,1,-38,14
Madera,4/25/2020,-43,0,,-5,-25,10
Madera,4/26/2020,-48,-4,,-15,-27,8
Madera,4/27/2020,-39,2,-25,4,-33,11
Madera,4/28/2020,-39,0,-19,12,-38,5
Madera,4/29/2020,-42,5,-23,2,-38,13
Madera,4/30/2020,-39,4,-6,5,-37,11
Madera,5/1/2020,-38,5,-2,12,-37,11
Madera,5/2/2020,-39,7,,-1,-21,7
Madera,5/3/2020,-43,5,,1,-24,6
Madera,5/4/2020,-36,7,-16,11,-30,9
Madera,5/5/2020,-36,11,-2,19,-36,11
Madera,5/6/2020,-41,8,-12,13,-35,11
Madera,5/7/2020,-40,8,-10,5,-35,12
Madera,5/8/2020,-39,10,-10,14,-35,11
Madera,5/9/2020,-34,27,38,7,-20,6
Madera,5/10/2020,-45,26,13,8,-19,4
Madera,5/11/2020,-37,2,-10,15,-30,9
Madera,5/12/2020,-39,1,-2,22,-34,11
Madera,5/13/2020,-42,8,-7,15,-32,10
Madera,5/14/2020,-41,2,-3,7,-34,10
Madera,5/15/2020,-41,7,2,15,-34,10
Madera,5/16/2020,-35,11,72,4,-18,6
Madera,5/17/2020,-45,5,20,12,-22,6
Madera,5/18/2020,-35,4,-31,14,-28,12
Madera,5/19/2020,-36,4,-12,19,-33,10
Madera,5/20/2020,-37,11,-2,13,-33,10
Madera,5/21/2020,-33,9,16,17,-33,9
Madera,5/22/2020,-34,14,18,21,-33,9
Madera,5/23/2020,-32,18,106,10,-17,4
Madera,5/24/2020,-38,18,108,2,-21,2
Madera,5/25/2020,-34,12,57,6,-62,14
Madera,5/26/2020,-32,5,9,33,-30,9
Madera,5/27/2020,-34,9,10,21,-30,10
Madera,5/28/2020,-33,4,17,10,-30,9
Madera,5/29/2020,-35,6,23,23,-30,9
Marin,2/15/2020,6,7,28,18,-3,-1
Marin,2/16/2020,11,8,48,37,-1,-1
Marin,2/17/2020,10,4,166,-10,-48,7
Marin,2/18/2020,-2,1,22,0,-11,1
Marin,2/19/2020,-2,-1,16,-3,-12,1
Marin,2/20/2020,-2,-2,17,-3,-12,1
Marin,2/21/2020,-1,-9,24,-2,-11,1
Marin,2/22/2020,1,-2,13,8,-3,-1
Marin,2/23/2020,7,-1,18,17,2,-1
Marin,2/24/2020,1,-7,11,6,3,-1
Marin,2/25/2020,0,-4,16,4,3,-1
Marin,2/26/2020,2,-3,14,3,0,0
Marin,2/27/2020,2,0,19,2,1,0
Marin,2/28/2020,2,-2,10,2,2,-1
Marin,2/29/2020,6,1,0,1,1,0
Marin,3/1/2020,6,-2,-2,-1,2,0
Marin,3/2/2020,3,-1,9,-3,2,-1
Marin,3/3/2020,6,8,17,0,2,-1
Marin,3/4/2020,1,6,10,-1,1,0
Marin,3/5/2020,2,11,4,-3,-1,1
Marin,3/6/2020,0,2,-8,-1,-1,2
Marin,3/7/2020,-3,4,-28,-18,-3,2
Marin,3/8/2020,-3,2,-5,-10,1,1
Marin,3/9/2020,2,4,16,-9,-3,2
Marin,3/10/2020,0,7,22,-10,-4,3
Marin,3/11/2020,1,11,15,-13,-7,3
Marin,3/12/2020,0,21,20,-14,-9,4
Marin,3/13/2020,-5,21,-3,-18,-13,6
Marin,3/14/2020,-20,12,-45,-36,-10,8
Marin,3/15/2020,-24,5,-28,-32,-12,8
Marin,3/16/2020,-11,27,-11,-39,-34,12
Marin,3/17/2020,-47,-14,-10,-57,-54,23
Marin,3/18/2020,-50,-19,-28,-63,-57,26
Marin,3/19/2020,-46,-10,18,-58,-58,25
Marin,3/20/2020,-49,-16,-2,-55,-56,25
Marin,3/21/2020,-54,-12,3,-49,-41,17
Marin,3/22/2020,-57,-23,-20,-54,-40,15
Marin,3/23/2020,-50,-26,-33,-64,-59,25
Marin,3/24/2020,-54,-26,-49,-68,-63,29
Marin,3/25/2020,-50,-23,-27,-64,-60,27
Marin,3/26/2020,-50,-19,-16,-61,-62,27
Marin,3/27/2020,-52,-23,-33,-60,-58,27
Marin,3/28/2020,-62,-27,-69,-63,-47,20
Marin,3/29/2020,-61,-30,-59,-61,-42,17
Marin,3/30/2020,-48,-28,-28,-60,-60,24
Marin,3/31/2020,-49,-28,-14,-59,-60,26
Marin,4/1/2020,-49,-26,-22,-62,-61,27
Marin,4/2/2020,-50,-25,-17,-60,-62,27
Marin,4/3/2020,-52,-30,-30,-57,-60,27
Marin,4/4/2020,-64,-39,-80,-69,-51,22
Marin,4/5/2020,-64,-38,-70,-65,-47,18
Marin,4/6/2020,-54,-39,-58,-66,-64,28
Marin,4/7/2020,-52,-32,-17,-59,-63,27
Marin,4/8/2020,-52,-34,-35,-62,-64,28
Marin,4/9/2020,-53,-29,-29,-60,-65,28
Marin,4/10/2020,-54,-30,-35,-60,-62,28
Marin,4/11/2020,-59,-29,-63,-55,-46,19
Marin,4/12/2020,-69,-39,-53,-46,-46,17
Marin,4/13/2020,-52,-32,-28,-57,-61,25
Marin,4/14/2020,-52,-26,-9,-56,-61,26
Marin,4/15/2020,-58,-28,-24,-55,-61,26
Marin,4/16/2020,-68,-26,-30,-60,-61,28
Marin,4/17/2020,-69,-28,-40,-58,-58,28
Marin,4/18/2020,-70,-26,-53,-47,-41,19
Marin,4/19/2020,-70,-30,-48,-46,-39,16
Marin,4/20/2020,-66,-30,-34,-58,-60,25
Marin,4/21/2020,-66,-27,-18,-59,-60,26
Marin,4/22/2020,-65,-25,-22,-56,-60,26
Marin,4/23/2020,-66,-25,-16,-55,-61,27
Marin,4/24/2020,-67,-25,-24,-52,-58,26
Marin,4/25/2020,-67,-24,-43,-39,-40,17
Marin,4/26/2020,-68,-25,-40,-38,-42,14
Marin,4/27/2020,-65,-28,-23,-56,-58,24
Marin,4/28/2020,-65,-26,-16,-55,-59,16
Marin,4/29/2020,-62,-26,-33,-55,-60,25
Marin,4/30/2020,-61,-23,-26,-55,-60,25
Marin,5/1/2020,-61,-23,-31,-48,-55,25
Marin,5/2/2020,-63,-21,-57,-37,-39,17
Marin,5/3/2020,-60,-19,-40,-29,-35,14
Marin,5/4/2020,-57,-24,-26,-52,-55,22
Marin,5/5/2020,-57,-17,-19,-49,-55,23
Marin,5/6/2020,-58,-21,-18,-49,-56,23
Marin,5/7/2020,-58,-17,-13,-49,-57,23
Marin,5/8/2020,-58,-17,-23,-45,-52,23
Marin,5/9/2020,-57,-5,-48,-34,-34,14
Marin,5/10/2020,-59,-11,-48,-38,-32,12
Marin,5/11/2020,-60,-29,-56,-60,-55,24
Marin,5/12/2020,-57,-22,-33,-52,-54,24
Marin,5/13/2020,-57,-23,-38,-55,-54,24
Marin,5/14/2020,-58,-23,-32,-57,-56,24
Marin,5/15/2020,-57,-19,-19,-43,-52,22
Marin,5/16/2020,-57,-17,-37,-32,-33,14
Marin,5/17/2020,-59,-22,-53,-41,-32,13
Marin,5/18/2020,-55,-22,-27,-52,-53,22
Marin,5/19/2020,-52,-21,-9,-49,-52,22
Marin,5/20/2020,-51,-20,-6,-45,-52,22
Marin,5/21/2020,-51,-16,4,-42,-53,22
Marin,5/22/2020,-50,-13,3,-34,-48,21
Marin,5/23/2020,-51,-5,-16,-10,-26,12
Marin,5/24/2020,-50,-7,1,5,-26,10
Marin,5/25/2020,-53,-16,76,-31,-72,22
Marin,5/26/2020,-49,-16,4,-42,-50,21
Marin,5/27/2020,-49,-14,2,-43,-50,21
Marin,5/28/2020,-50,-14,-3,-43,-50,21
Marin,5/29/2020,-52,-16,-23,-42,-46,21
Mariposa,2/15/2020,47,40,73,,-6,
Mariposa,2/16/2020,113,114,216,,2,
Mariposa,2/17/2020,51,32,167,,-40,
Mariposa,2/18/2020,-1,30,65,,1,
Mariposa,2/19/2020,24,17,56,,-2,
Mariposa,2/20/2020,19,26,53,,0,
Mariposa,2/21/2020,27,31,54,,2,
Mariposa,2/22/2020,42,32,47,,-2,
Mariposa,2/23/2020,57,48,96,,4,
Mariposa,2/24/2020,15,13,27,,5,
Mariposa,2/25/2020,0,7,21,,4,
Mariposa,2/26/2020,6,9,19,,3,
Mariposa,2/27/2020,21,18,29,,4,
Mariposa,2/28/2020,13,14,17,,8,
Mariposa,2/29/2020,12,7,11,,-2,
Mariposa,3/1/2020,-1,30,12,,-2,
Mariposa,3/2/2020,12,7,12,,3,
Mariposa,3/3/2020,11,17,26,,2,
Mariposa,3/4/2020,5,6,25,,0,
Mariposa,3/5/2020,22,22,35,,2,
Mariposa,3/6/2020,13,9,17,,1,
Mariposa,3/7/2020,-2,-4,-23,,-4,
Mariposa,3/8/2020,1,14,26,,2,
Mariposa,3/9/2020,-11,13,34,,-3,
Mariposa,3/10/2020,9,14,24,,2,
Mariposa,3/11/2020,0,16,18,,-1,
Mariposa,3/12/2020,23,40,45,,2,
Mariposa,3/13/2020,5,18,23,,1,
Mariposa,3/14/2020,-21,-4,-36,,-14,
Mariposa,3/15/2020,-21,14,-37,,-13,
Mariposa,3/16/2020,-40,-1,-39,,-22,
Mariposa,3/17/2020,-35,14,-22,,-24,
Mariposa,3/18/2020,-32,4,-19,,-29,
Mariposa,3/19/2020,-31,5,-35,,-28,
Mariposa,3/20/2020,-50,-2,-47,,-33,
Mariposa,3/21/2020,-67,-44,-83,,-35,
Mariposa,3/22/2020,-78,-21,-69,,-43,
Mariposa,3/23/2020,-60,-31,-69,,-38,
Mariposa,3/24/2020,-57,-13,-67,,-38,
Mariposa,3/25/2020,-63,-24,-65,,-41,
Mariposa,3/26/2020,-57,-22,-62,,-40,
Mariposa,3/27/2020,-54,-28,-64,,-40,
Mariposa,3/28/2020,-66,-60,-84,,-39,
Mariposa,3/29/2020,-75,-23,-72,,-45,
Mariposa,3/30/2020,-59,-43,-65,,-40,
Mariposa,3/31/2020,-51,-34,-54,,-41,
Mariposa,4/1/2020,-55,-16,-64,,-42,
Mariposa,4/2/2020,-47,-24,-54,,-43,
Mariposa,4/3/2020,-56,-23,-66,,-48,
Mariposa,4/4/2020,-80,-42,-82,,-43,
Mariposa,4/5/2020,-86,-54,-87,,-53,
Mariposa,4/6/2020,,,-76,,-49,
Mariposa,4/7/2020,,,-67,,-44,
Mariposa,4/8/2020,,,-71,,-47,
Mariposa,4/9/2020,,,-68,,-48,
Mariposa,4/10/2020,,,-71,,-46,
Mariposa,4/11/2020,,,-83,,-51,
Mariposa,4/12/2020,,,-77,,-51,
Mariposa,4/13/2020,,,-63,,-46,
Mariposa,4/14/2020,,,-60,,-42,
Mariposa,4/15/2020,,,-59,,-46,
Mariposa,4/16/2020,,,-63,,-38,
Mariposa,4/17/2020,,,-70,,-46,
Mariposa,4/18/2020,,,-80,,-38,
Mariposa,4/19/2020,,,-67,,-43,
Mariposa,4/20/2020,,,-72,,-46,
Mariposa,4/21/2020,,,-56,,-44,
Mariposa,4/22/2020,,,-58,,-42,
Mariposa,4/23/2020,,,-58,,-40,
Mariposa,4/24/2020,,,-61,,-42,
Mariposa,4/25/2020,,,-76,,-37,
Mariposa,4/26/2020,,,-67,,-50,
Mariposa,4/27/2020,,,-58,,-39,
Mariposa,4/28/2020,,,-56,,-44,
Mariposa,4/29/2020,,,-50,,-41,
Mariposa,4/30/2020,,,-49,,-36,
Mariposa,5/1/2020,,,-61,,-38,
Mariposa,5/2/2020,,,-65,,-34,
Mariposa,5/3/2020,,,-52,,-36,
Mariposa,5/4/2020,,,-53,,-43,
Mariposa,5/5/2020,,,-55,,-35,
Mariposa,5/6/2020,,,-51,,-40,
Mariposa,5/7/2020,,,-44,,-42,
Mariposa,5/8/2020,,,-51,,-40,
Mariposa,5/9/2020,,,-61,,-36,
Mariposa,5/10/2020,,,-52,,-36,
Mariposa,5/11/2020,,,-56,,-40,
Mariposa,5/12/2020,,,-46,,-34,
Mariposa,5/13/2020,,,-41,,-37,
Mariposa,5/14/2020,,-13,-42,,-38,
Mariposa,5/15/2020,,-21,-48,,-36,
Mariposa,5/16/2020,,-33,-61,,-34,
Mariposa,5/17/2020,,,-49,,-39,
Mariposa,5/18/2020,,-27,-67,,-39,
Mariposa,5/19/2020,,-16,-51,,-32,
Mariposa,5/20/2020,,,-39,,-35,
Mariposa,5/21/2020,,,-31,,-30,
Mariposa,5/22/2020,,-19,-38,,-34,
Mariposa,5/23/2020,,-31,-56,,-25,
Mariposa,5/24/2020,,,-25,,-33,
Mariposa,5/25/2020,,,-19,,-61,
Mariposa,5/26/2020,,,-45,,-30,
Mariposa,5/27/2020,,,-36,,-33,
Mariposa,5/28/2020,,-15,-32,,-31,
Mariposa,5/29/2020,,-16,-41,,-31,
Mendocino,2/15/2020,13,10,51,,-2,-1
Mendocino,2/16/2020,25,12,109,,-3,-1
Mendocino,2/17/2020,16,9,71,,-35,6
Mendocino,2/18/2020,5,10,16,,-1,-1
Mendocino,2/19/2020,4,8,16,,-4,0
Mendocino,2/20/2020,5,6,20,,0,0
Mendocino,2/21/2020,5,4,23,,-1,0
Mendocino,2/22/2020,11,8,28,,2,-1
Mendocino,2/23/2020,12,6,43,,-2,-1
Mendocino,2/24/2020,6,5,7,,3,0
Mendocino,2/25/2020,4,5,4,,3,-2
Mendocino,2/26/2020,11,5,13,,3,-1
Mendocino,2/27/2020,11,0,16,,3,-1
Mendocino,2/28/2020,11,-1,13,,5,-1
Mendocino,2/29/2020,16,0,6,,7,-1
Mendocino,3/1/2020,25,-1,31,,2,-1
Mendocino,3/2/2020,12,2,4,,4,-1
Mendocino,3/3/2020,14,7,22,,3,-2
Mendocino,3/4/2020,12,4,17,,2,-2
Mendocino,3/5/2020,9,4,14,,2,-1
Mendocino,3/6/2020,6,-1,13,,4,0
Mendocino,3/7/2020,10,0,23,,6,0
Mendocino,3/8/2020,16,-1,37,,-2,0
Mendocino,3/9/2020,11,2,13,,4,0
Mendocino,3/10/2020,7,1,22,,2,-1
Mendocino,3/11/2020,11,8,29,,4,-1
Mendocino,3/12/2020,8,12,28,,2,-1
Mendocino,3/13/2020,8,13,18,-17,4,0
Mendocino,3/14/2020,4,8,-11,-29,0,3
Mendocino,3/15/2020,1,6,8,,-2,3
Mendocino,3/16/2020,8,20,7,,-4,3
Mendocino,3/17/2020,-8,11,-8,,-17,7
Mendocino,3/18/2020,-13,17,11,-33,-24,9
Mendocino,3/19/2020,-33,-11,11,-32,-30,12
Mendocino,3/20/2020,-37,-14,8,-26,-32,14
Mendocino,3/21/2020,-43,-20,-3,-27,-27,11
Mendocino,3/22/2020,-40,-25,14,,-29,
Mendocino,3/23/2020,-35,-20,-14,-46,-33,14
Mendocino,3/24/2020,-38,-19,-30,-43,-39,16
Mendocino,3/25/2020,-40,-19,-23,-51,-39,15
Mendocino,3/26/2020,-38,-20,-22,-34,-39,16
Mendocino,3/27/2020,-43,-26,-32,-45,-40,17
Mendocino,3/28/2020,-47,-28,-58,-44,-34,
Mendocino,3/29/2020,-47,-29,-39,,-32,
Mendocino,3/30/2020,-40,-24,-43,-54,-37,15
Mendocino,3/31/2020,-39,-19,-42,-51,-40,15
Mendocino,4/1/2020,-36,-17,-33,-46,-40,15
Mendocino,4/2/2020,-35,-17,-29,-37,-40,16
Mendocino,4/3/2020,-37,-19,-37,-48,-38,16
Mendocino,4/4/2020,-49,-26,-67,-56,-37,
Mendocino,4/5/2020,-46,-26,-51,,-34,
Mendocino,4/6/2020,-37,-20,-38,-49,-39,15
Mendocino,4/7/2020,-37,-20,-33,-41,-41,15
Mendocino,4/8/2020,-36,-17,-32,-44,-41,14
Mendocino,4/9/2020,-37,-15,-32,-45,-41,15
Mendocino,4/10/2020,-37,-16,-41,-40,-42,17
Mendocino,4/11/2020,-39,-12,-51,-39,-31,
Mendocino,4/12/2020,-53,-24,-35,,-36,
Mendocino,4/13/2020,-31,-15,-32,-22,-37,14
Mendocino,4/14/2020,-29,-11,-23,-11,-36,12
Mendocino,4/15/2020,-32,-5,-28,-26,-37,13
Mendocino,4/16/2020,-40,-5,-36,-27,-38,14
Mendocino,4/17/2020,-45,-15,-36,-43,-37,16
Mendocino,4/18/2020,-49,-15,-54,-47,-32,
Mendocino,4/19/2020,-46,-9,-26,,-30,
Mendocino,4/20/2020,-41,-10,-38,-34,-35,13
Mendocino,4/21/2020,-42,-7,-31,-25,-37,12
Mendocino,4/22/2020,-42,-7,-33,-34,-39,13
Mendocino,4/23/2020,-42,-6,-27,-35,-37,14
Mendocino,4/24/2020,-45,-10,-26,-48,-37,15
Mendocino,4/25/2020,-46,-10,-43,-25,-28,10
Mendocino,4/26/2020,-43,-7,-16,,-28,
Mendocino,4/27/2020,-39,-5,-28,-31,-33,12
Mendocino,4/28/2020,-38,-3,-25,-32,-35,5
Mendocino,4/29/2020,-38,-5,-32,-42,-37,12
Mendocino,4/30/2020,-38,-3,-25,-21,-36,12
Mendocino,5/1/2020,-36,-4,-20,-19,-33,12
Mendocino,5/2/2020,-44,-8,-49,-29,-28,11
Mendocino,5/3/2020,-38,-4,-22,,-27,
Mendocino,5/4/2020,-31,1,-24,-16,-31,10
Mendocino,5/5/2020,-35,0,-23,,-33,11
Mendocino,5/6/2020,-36,2,-25,-31,-35,12
Mendocino,5/7/2020,-36,1,-22,-19,-34,11
Mendocino,5/8/2020,-36,0,-19,-28,-34,12
Mendocino,5/9/2020,-36,11,-26,-14,-21,7
Mendocino,5/10/2020,-38,14,-3,,-19,
Mendocino,5/11/2020,-35,-6,-40,-28,-31,12
Mendocino,5/12/2020,-36,-5,-37,-25,-31,12
Mendocino,5/13/2020,-38,-4,-34,-31,-33,12
Mendocino,5/14/2020,-37,-2,-18,-28,-32,12
Mendocino,5/15/2020,-37,-4,-12,,-30,11
Mendocino,5/16/2020,-40,-4,-35,-25,-21,9
Mendocino,5/17/2020,-41,-7,-25,,-22,
Mendocino,5/18/2020,-34,-2,-29,-32,-29,11
Mendocino,5/19/2020,-35,1,-16,-21,-29,10
Mendocino,5/20/2020,-33,3,-1,-26,-29,10
Mendocino,5/21/2020,-32,7,-1,-21,-30,10
Mendocino,5/22/2020,-31,8,9,,-28,9
Mendocino,5/23/2020,-32,11,22,,-15,6
Mendocino,5/24/2020,-25,16,103,,-15,
Mendocino,5/25/2020,-39,1,69,-27,-60,15
Mendocino,5/26/2020,-27,5,14,-12,-28,8
Mendocino,5/27/2020,-27,3,10,-28,-26,8
Mendocino,5/28/2020,-28,8,10,-24,-27,9
Mendocino,5/29/2020,-31,3,0,,-26,9
Merced,2/15/2020,5,3,54,19,-4,-1
Merced,2/16/2020,8,4,49,8,-2,-1
Merced,2/17/2020,9,2,50,14,-42,8
Merced,2/18/2020,1,0,54,7,-10,1
Merced,2/19/2020,2,1,55,6,-10,1
Merced,2/20/2020,5,1,67,9,-9,1
Merced,2/21/2020,1,2,63,2,-11,1
Merced,2/22/2020,5,2,69,7,-2,-1
Merced,2/23/2020,10,6,65,12,1,-1
Merced,2/24/2020,2,2,63,-1,3,0
Merced,2/25/2020,6,2,69,3,2,-1
Merced,2/26/2020,12,9,63,2,2,-2
Merced,2/27/2020,11,4,61,8,3,-2
Merced,2/28/2020,9,10,83,6,3,-2
Merced,2/29/2020,12,7,60,8,3,-2
Merced,3/1/2020,17,9,13,9,2,-1
Merced,3/2/2020,13,8,65,4,5,-1
Merced,3/3/2020,19,14,71,9,6,-2
Merced,3/4/2020,12,13,64,7,6,-2
Merced,3/5/2020,13,12,70,9,6,-2
Merced,3/6/2020,7,9,87,3,4,-1
Merced,3/7/2020,8,9,40,-1,2,-1
Merced,3/8/2020,12,9,36,13,2,0
Merced,3/9/2020,9,9,65,5,7,-1
Merced,3/10/2020,8,8,58,3,6,-1
Merced,3/11/2020,6,11,58,1,5,-1
Merced,3/12/2020,8,17,65,7,3,-1
Merced,3/13/2020,4,26,48,1,2,0
Merced,3/14/2020,0,25,18,0,1,2
Merced,3/15/2020,-5,13,-30,-7,-4,4
Merced,3/16/2020,-1,31,-6,-8,-7,6
Merced,3/17/2020,-4,27,20,-1,-12,7
Merced,3/18/2020,-9,24,26,-6,-17,7
Merced,3/19/2020,-16,9,22,-7,-26,10
Merced,3/20/2020,-26,0,13,-23,-33,13
Merced,3/21/2020,-38,-13,-21,-26,-21,12
Merced,3/22/2020,-36,-20,-3,-32,-25,10
Merced,3/23/2020,-30,-21,-3,-29,-36,15
Merced,3/24/2020,-29,-18,-6,-28,-38,15
Merced,3/25/2020,-32,-19,-10,-28,-39,16
Merced,3/26/2020,-30,-18,11,-29,-39,15
Merced,3/27/2020,-35,-17,11,-35,-38,17
Merced,3/28/2020,-37,-18,-20,-38,-25,13
Merced,3/29/2020,-34,-18,-1,-37,-26,11
Merced,3/30/2020,-30,-21,15,-33,-37,14
Merced,3/31/2020,-26,-16,11,-28,-39,15
Merced,4/1/2020,-25,-11,7,-26,-40,14
Merced,4/2/2020,-28,-12,4,-27,-40,15
Merced,4/3/2020,-31,-6,3,-39,-39,16
Merced,4/4/2020,-38,-13,-26,-36,-27,13
Merced,4/5/2020,-44,-24,-60,-48,-31,13
Merced,4/6/2020,-35,-18,-20,-37,-41,18
Merced,4/7/2020,-30,-13,1,-28,-40,16
Merced,4/8/2020,-34,-17,-5,-28,-41,16
Merced,4/9/2020,-36,-17,-21,-30,-43,17
Merced,4/10/2020,-39,-12,-17,-38,-45,19
Merced,4/11/2020,-38,-8,-25,-34,-29,13
Merced,4/12/2020,-53,-18,-30,-45,-31,12
Merced,4/13/2020,-32,-21,-4,-35,-40,16
Merced,4/14/2020,-27,-16,11,-25,-40,15
Merced,4/15/2020,-26,-9,-3,-25,-39,14
Merced,4/16/2020,-33,-12,3,-25,-39,15
Merced,4/17/2020,-39,-12,-1,-33,-40,17
Merced,4/18/2020,-40,-11,-18,-30,-21,12
Merced,4/19/2020,-37,-11,-12,-34,-23,10
Merced,4/20/2020,-33,-15,-1,-31,-38,14
Merced,4/21/2020,-33,-12,9,-25,-38,14
Merced,4/22/2020,-33,-10,5,-23,-38,14
Merced,4/23/2020,-34,-12,6,-23,-39,15
Merced,4/24/2020,-37,-9,7,-30,-39,15
Merced,4/25/2020,-38,-6,-5,-28,-22,10
Merced,4/26/2020,-34,-7,-3,-30,-22,9
Merced,4/27/2020,-28,-9,8,-26,-36,13
Merced,4/28/2020,-27,-8,10,-22,-37,6
Merced,4/29/2020,-28,-6,7,-21,-37,13
Merced,4/30/2020,-26,-6,12,-21,-38,12
Merced,5/1/2020,-29,1,5,-23,-36,13
Merced,5/2/2020,-30,1,1,-22,-18,8
Merced,5/3/2020,-26,0,4,-28,-16,8
Merced,5/4/2020,-23,-4,14,-24,-33,11
Merced,5/5/2020,-24,2,12,-18,-35,11
Merced,5/6/2020,-25,-3,13,-18,-35,11
Merced,5/7/2020,-25,-2,21,-17,-35,11
Merced,5/8/2020,-29,0,11,-18,-34,12
Merced,5/9/2020,-24,14,9,-20,-16,6
Merced,5/10/2020,-24,19,3,-16,-11,4
Merced,5/11/2020,-23,-8,25,-18,-32,11
Merced,5/12/2020,-23,-7,12,-17,-33,11
Merced,5/13/2020,-22,-4,19,-14,-33,11
Merced,5/14/2020,-24,-5,23,-19,-34,11
Merced,5/15/2020,-28,-2,24,-20,-33,12
Merced,5/16/2020,-26,0,27,-14,-14,6
Merced,5/17/2020,-23,-4,10,-17,-13,7
Merced,5/18/2020,-21,-8,9,-19,-32,11
Merced,5/19/2020,-20,-5,24,-16,-33,10
Merced,5/20/2020,-18,-4,19,-13,-33,10
Merced,5/21/2020,-19,-3,29,-9,-33,9
Merced,5/22/2020,-22,0,30,-8,-33,10
Merced,5/23/2020,-21,3,45,0,-14,5
Merced,5/24/2020,-19,6,73,-15,-16,4
Merced,5/25/2020,-22,-3,50,-20,-62,17
Merced,5/26/2020,-17,-5,40,-13,-32,9
Merced,5/27/2020,-18,-3,27,-16,-31,10
Merced,5/28/2020,-19,-5,32,-12,-30,10
Merced,5/29/2020,-22,-3,35,-15,-30,10
Modoc,2/17/2020,,-37,,,-45,
Modoc,2/18/2020,,-2,,,0,
Modoc,2/19/2020,,,,,2,
Modoc,2/20/2020,,-7,,,5,
